team-year,W.rank,L.rank,Finish.rank,Age.rank,Ht.rank,Wt.rank,G.rank,MP.rank,FG.rank,FGA.rank,FG%.rank,3P.rank,3PA.rank,3P%.rank,2P.rank,2PA.rank,2P%.rank,FT.rank,FTA.rank,FT%.rank,ORB.rank,DRB.rank,TRB.rank,AST.rank,STL.rank,BLK.rank,TOV.rank,PF.rank,PTS.rank
GSW-1987,42,40,3,6,15,20,82,2,8,6,10,11,12,8,8,7,11,10,13,6,13,17,17,13,10,22,9,18,7
GSW-1986,30,52,6,10,14,21,82,15,6,4,15,8,11,7,6,4,15,11,10,12,5,17,9,17,7,19,8,8,9
GSW-1985,22,60,6,14,19,20,82,2,15,3,23,2,3,11,17,7,23,7,6,11,3,22,17,23,4,22,10,16,12
GSW-1984,37,45,5,16,7,23,82,12,13,4,22,8,9,12,13,5,22,10,6,19,2,23,11,22,2,22,16,11,14
GSW-1983,30,52,5,19,11,18,82,11,8,8,13,16,15,15,8,7,14,16,15,14,6,20,18,20,2,12,18,17,13
GSW-1982,45,37,4,17,11,14,82,15,6,7,9,3,2,8,9,14,8,14,8,22,3,8,4,22,13,16,10,18,8
GSW-1981,39,43,4,22,9,15,82,20,11,10,10,5,6,4,11,12,9,7,6,18,1,14,3,15,22,21,14,20,9
GSW-1980,24,58,6,11,8,11,82,4,14,16,10,17,19,15,11,13,11,22,22,20,17,11,18,17,11,19,5,16,20
GSW-1979,38,44,6,19,10,8,82,6,11,15,9,,,,11,15,9,22,22,17,16,10,14,14,11,10,3,9,21
GSW-1978,43,39,5,8,14,9,82,15,9,13,11,,,,9,13,11,21,21,14,15,11,15,9,3,13,3,15,15
GSW-1977,46,36,3,11,19,21,82,6,2,3,9,,,,2,3,9,13,14,8,4,9,9,2,4,12,7,10,4
GSW-1976,59,23,1,14,15,18,82,5,1,1,9,,,,1,1,9,12,12,11,4,2,2,5,1,4,8,9,1
GSW-1975,48,34,1,14,16,16,82,11,1,1,6,,,,1,1,6,16,16,9,2,2,1,5,1,9,13,17,1
GSW-1974,44,38,2,5,3,16,82,16,3,2,7,,,,3,2,7,13,13,3,1,2,2,11,13,4,7,7,2
GSW-1973,47,35,2,3,4,15,82,10,5,4,10,,,,5,4,10,13,14,1,,,3,12,,,,3,7
GSW-1972,51,31,2,4,3,16,82,17,12,6,15,,,,12,6,15,9,9,3,,,3,13,,,,3,11
SFW-1971,41,41,2,6,4,12,82,16,15,16,10,,,,15,16,10,13,14,2,,,3,14,,,,3,15
SFW-1970,30,52,6,8,3,13,82,5,14,6,14,,,,14,6,14,10,11,5,,,2,13,,,,8,14
SFW-1969,41,41,3,7,3,13,82,1,13,7,14,,,,13,7,14,4,8,8,,,1,11,,,,8,13
SFW-1968,43,39,3,8,2,11,82,4,9,2,11,,,,9,2,11,1,2,3,,,1,7,,,,10,6
SFW-1967,44,37,1,8,5,9,81,2,2,1,7,,,,2,1,7,2,2,2,,,1,4,,,,4,2
SFW-1966,35,45,4,7,8,8,80,6,6,1,7,,,,6,1,7,6,6,4,,,1,5,,,,5,6
SFW-1965,17,63,5,7,4,1,80,3,8,3,9,,,,8,3,9,8,6,9,,,2,6,,,,3,9
SFW-1964,48,32,1,7,1,2,80,,5,6,5,,,,5,6,5,9,6,9,,,2,3,,,,1,9
SFW-1963,31,49,4,7,5,1,80,,1,2,3,,,,1,2,3,9,7,9,,,4,3,,,,2,4
PHW-1962,49,31,2,4,6,1,80,,1,2,2,,,,1,2,2,6,2,8,,,2,2,,,,3,1
PHW-1961,46,33,2,3,3,1,79,,1,2,2,,,,1,2,2,8,2,8,,,3,3,,,,1,2
PHW-1960,49,26,2,6,1,1,75,,2,2,6,,,,2,2,6,8,4,8,,,2,3,,,,1,3
PHW-1959,32,40,4,4,7,5,72,,6,3,8,,,,6,3,8,7,7,7,,,5,4,,,,2,7
PHW-1958,37,35,3,4,4,4,72,,6,6,6,,,,6,6,6,6,6,2,,,8,4,,,,2,7
PHW-1957,37,35,3,4,7,7,72,,2,8,1,,,,2,8,1,4,4,2,,,6,1,,,,2,4
PHW-1956,45,27,1,6,4,6,72,,2,6,1,,,,2,6,1,2,2,3,,,5,1,,,,3,2
PHW-1955,33,39,4,8,3,5,72,,4,4,6,,,,4,4,6,3,4,4,,,3,3,,,,3,3
PHW-1954,29,43,4,8,2,5,72,,5,6,5,,,,5,6,5,6,7,6,,,7,5,,,,2,7
PHW-1953,12,57,5,5,2,6,69,,6,4,8,,,,6,4,8,10,8,10,,,3,5,,,,2,8
PHW-1952,33,33,4,3,6,5,66,,3,5,4,,,,3,5,4,4,8,2,,,4,2,,,,8,3
PHW-1951,40,26,1,,,,66,,8,4,8,,,,8,4,8,6,7,2,,,3,6,,,,4,7
PHW-1950,26,42,4,,,,68,,12,6,15,,,,12,6,15,15,13,15,,,,15,,,,9,14
PHW-1949,28,32,4,,,,60,,3,2,8,,,,3,2,8,6,6,4,,,,8,,,,5,4
PHW-1948,27,21,1,,,,48,,6,1,8,,,,6,1,8,2,2,2,,,,5,,,,1,5
PHW-1947,35,25,2,,,,60,,7,8,5,,,,7,8,5,1,2,2,,,,9,,,,1,5
HOU-2019,4,5,3,2,27,6,9,28,29,29,30,8,4,24,30,30,19,29,28,27,18,29,29,29,15,11,3,4,29
HOU-2018,65,17,1,2,24,4,82,18,22,27,15,1,1,13,30,30,2,2,3,9,24,10,18,26,5,15,12,12,2
HOU-2017,55,27,2,9,21,14,82,18,4,7,12,1,1,15,29,30,2,2,1,20,9,15,8,3,8,20,25,15,2
HOU-2016,41,41,4,8,24,21,82,11,20,23,14,3,2,19,28,30,4,3,1,27,7,27,20,16,1,13,27,28,4
HOU-2015,56,26,1,11,17,28,82,20,21,12,20,1,1,14,29,30,5,5,2,27,7,18,14,9,3,10,28,27,6
HOU-2014,54,28,2,21,12,18,82,15,15,26,5,1,1,16,25,30,2,1,1,28,15,3,4,18,17,3,29,15,2
HOU-2013,45,37,3,26,6,5,82,21,9,10,9,2,2,9,29,29,6,3,4,17,17,7,7,6,9,24,30,18,2
HOU-2012,34,32,4,16,11,30,66,3,7,3,14,9,10,9,14,12,14,24,28,3,14,17,15,12,18,20,14,22,9
HOU-2011,43,39,5,16,30,29,82,6,4,4,21,6,4,9,17,18,17,5,7,4,9,12,7,1,21,19,8,11,3
HOU-2010,42,40,3,20,28,28,82,2,16,3,26,5,4,15,24,22,23,14,13,10,5,21,13,11,18,26,17,17,8
HOU-2009,53,29,2,6,5,2,82,14,23,21,22,7,6,10,27,24,17,17,21,5,22,2,4,22,26,24,16,2,17
HOU-2008,55,27,3,6,7,7,82,25,17,14,21,10,7,26,21,24,14,28,25,25,9,6,1,15,15,8,9,6,22
HOU-2007,52,30,3,4,3,9,82,14,23,15,26,2,3,5,30,30,20,27,28,16,22,1,4,16,17,23,6,7,17
HOU-2006,34,48,5,3,23,17,82,17,30,26,29,17,13,27,29,28,27,23,24,8,24,5,11,23,14,23,18,13,29
HOU-2005,51,31,3,1,3,1,82,11,25,24,20,6,7,7,26,26,15,21,26,7,27,3,13,16,23,16,12,9,20
HOU-2004,45,37,5,6,2,1,82,3,25,28,13,5,6,3,27,28,12,24,25,8,28,2,13,26,27,8,28,18,25
HOU-2003,43,39,5,21,6,3,82,1,23,24,19,12,12,16,24,23,13,11,11,12,8,4,6,28,23,5,21,1,21
HOU-2002,28,54,5,24,21,17,82,1,25,16,27,7,6,23,27,26,20,20,19,21,13,22,20,29,27,14,10,1,22
HOU-2001,45,37,5,21,21,8,82,13,13,18,9,5,4,10,22,27,4,11,10,14,22,13,18,25,22,26,11,3,9
HOU-2000,34,48,6,22,16,8,82,7,15,19,15,2,2,15,28,29,8,14,10,23,18,8,8,19,19,12,26,1,8
HOU-1999,31,19,3,6,12,8,50,13,8,22,3,1,3,4,21,28,2,23,24,16,26,5,15,14,24,13,24,2,7
HOU-1998,41,41,4,1,7,6,82,10,14,14,13,2,1,16,28,28,5,13,18,4,22,12,19,15,13,28,18,3,7
HOU-1997,57,25,2,1,8,2,82,7,6,14,7,2,2,11,22,26,2,16,19,7,24,1,6,5,11,24,26,2,5
HOU-1996,48,34,3,7,8,6,82,15,13,12,15,2,2,17,22,26,6,15,18,5,26,7,13,8,14,8,11,5,11
HOU-1995,47,35,3,8,9,12,82,25,13,18,6,1,1,14,22,27,3,20,23,10,25,6,19,7,7,5,18,3,8
HOU-1994,58,24,1,7,10,14,82,8,13,22,10,1,1,15,26,27,4,22,23,12,27,1,10,8,14,5,17,4,13
HOU-1993,55,27,1,12,8,21,82,16,18,25,7,2,3,4,24,27,3,20,23,13,24,5,15,8,13,3,12,3,18
HOU-1992,42,40,3,8,12,25,82,3,20,24,11,3,2,8,26,27,8,25,22,22,23,12,19,12,20,6,23,9,19
HOU-1991,52,30,3,11,15,25,82,6,10,6,17,2,2,13,20,20,14,20,18,21,3,6,4,19,6,15,22,13,10
HOU-1990,41,41,5,8,13,19,82,14,8,7,13,18,18,18,8,8,11,21,15,26,7,3,2,6,4,2,25,16,16
HOU-1989,45,37,2,12,10,10,82,3,16,15,14,16,14,15,18,13,13,7,4,17,9,5,2,18,11,5,21,16,13
HOU-1988,46,36,4,5,8,7,82,23,9,6,18,20,19,21,7,5,18,6,5,7,5,2,2,19,11,5,11,6,9
HOU-1987,42,40,3,16,1,5,82,13,13,12,11,15,17,14,11,10,13,18,19,20,14,5,7,7,19,4,11,9,16
HOU-1986,51,31,1,18,1,4,82,20,2,3,9,9,8,12,3,3,8,19,12,20,2,10,3,4,9,3,7,6,6
HOU-1985,48,34,2,19,1,1,82,6,4,5,4,21,20,21,4,3,5,22,19,23,4,10,4,8,14,2,22,11,9
HOU-1984,29,53,6,10,1,10,82,21,5,5,12,17,16,19,5,4,10,23,22,21,8,5,5,9,20,4,18,23,10
HOU-1983,14,68,6,1,15,20,82,18,20,10,23,4,3,7,20,10,23,23,22,18,14,22,22,22,20,13,14,15,21
HOU-1982,46,36,3,1,16,13,82,15,16,6,18,11,11,7,15,6,19,19,16,17,1,18,5,17,16,12,4,1,18
HOU-1981,40,42,3,6,18,20,82,7,8,7,12,18,17,18,7,7,12,15,17,6,10,15,14,9,15,15,8,2,11
HOU-1980,41,41,2,4,21,21,82,1,9,10,11,3,3,10,13,14,10,9,10,12,2,22,16,10,9,14,14,8,8
HOU-1979,47,35,2,2,21,21,82,6,7,13,5,,,,7,13,5,6,11,2,7,11,8,5,20,21,4,8,5
HOU-1978,28,54,6,17,14,20,82,21,15,11,17,,,,15,11,17,22,22,6,6,21,18,17,17,21,1,11,21
HOU-1977,49,33,1,11,16,18,82,6,10,17,4,,,,10,17,4,12,17,3,9,10,10,16,19,13,5,15,12
HOU-1976,40,42,3,13,14,16,82,13,3,15,1,,,,3,15,1,13,15,1,15,13,17,1,14,9,13,12,6
HOU-1975,41,41,2,17,12,12,82,11,7,15,2,,,,7,15,2,8,10,2,7,18,15,3,6,10,14,14,6
HOU-1974,32,50,3,15,13,10,82,1,8,15,3,,,,8,15,3,6,12,1,16,15,17,2,9,7,8,16,7
HOU-1973,33,49,3,13,7,13,82,17,2,3,9,,,,2,3,9,4,5,2,,,12,15,,,,12,1
HOU-1972,34,48,4,15,17,14,82,14,5,2,16,,,,5,2,16,12,11,9,,,4,15,,,,12,7
SDR-1971,40,42,3,15,16,12,82,14,11,3,17,,,,11,3,17,3,4,8,,,2,12,,,,13,10
SDR-1970,27,55,7,13,11,12,82,8,4,1,13,,,,4,1,13,11,7,11,,,1,8,,,,9,5
SDR-1969,37,45,4,13,10,11,82,8,3,1,12,,,,3,1,12,7,3,13,,,2,7,,,,10,3
SDR-1968,15,67,6,7,12,8,82,9,10,3,12,,,,10,3,12,11,10,9,,,6,8,,,,8,11
IND-2019,7,4,2,11,22,18,11,6,6,11,5,20,26,5,4,3,9,26,21,28,25,14,16,13,5,13,17,7,14
IND-2018,48,34,2,16,27,18,82,18,6,14,6,25,26,9,4,4,13,24,27,11,17,25,22,23,3,25,5,7,17
IND-2017,42,40,3,11,25,10,82,7,15,20,10,23,27,4,9,9,17,16,23,2,23,21,26,16,9,9,16,13,15
IND-2016,45,37,2,13,16,19,82,5,15,13,17,18,20,14,13,13,17,14,17,15,17,10,12,22,4,17,20,11,17
IND-2015,38,44,4,9,3,5,82,13,24,15,23,17,18,12,19,15,24,16,18,13,21,3,5,18,29,17,14,22,24
IND-2014,56,26,1,10,3,5,82,22,28,28,17,22,25,17,23,18,22,13,16,8,23,1,8,27,27,5,19,13,24
IND-2013,49,32,1,18,4,5,81,30,29,27,26,16,15,22,28,20,24,11,8,19,5,5,1,28,24,5,22,13,25
IND-2012,42,24,2,13,8,17,66,8,22,16,24,19,22,6,19,11,28,2,3,3,6,10,4,29,15,9,7,28,13
IND-2011,37,45,2,19,4,13,82,20,22,9,25,10,9,16,26,17,25,6,10,5,13,3,5,28,20,6,27,22,13
IND-2010,32,50,4,15,12,10,82,29,22,11,28,4,3,18,29,26,24,13,14,8,28,6,19,15,17,8,25,28,16
IND-2009,36,46,4,15,12,12,82,11,4,2,19,4,4,8,11,10,18,18,23,3,12,3,2,9,20,8,19,27,5
IND-2008,36,46,3,15,1,8,82,22,9,4,24,3,3,8,27,25,22,11,17,12,17,8,7,7,11,9,26,29,7
IND-2007,35,47,4,11,1,13,82,22,28,12,30,17,16,22,26,15,29,14,16,15,7,18,9,19,11,4,25,23,24
IND-2006,41,41,3,10,5,8,82,29,26,24,24,9,7,18,28,29,17,20,18,19,16,6,8,19,11,13,26,9,23
IND-2005,44,38,3,4,7,16,82,5,30,30,25,7,6,24,30,30,24,7,10,2,28,18,28,29,16,19,16,20,25
IND-2004,61,21,1,15,11,10,82,15,23,25,18,9,11,9,23,25,17,11,14,11,17,16,18,12,6,11,9,9,20
IND-2003,48,34,2,21,1,8,82,5,15,16,17,19,19,20,14,13,17,4,3,13,12,2,5,4,8,14,15,20,10
IND-2002,42,40,4,21,1,21,82,3,15,19,15,16,13,21,17,20,11,4,4,6,21,4,11,8,12,15,23,27,9
IND-2001,41,41,4,14,2,21,82,3,23,23,15,13,12,22,24,24,14,14,16,7,21,6,13,17,26,7,14,23,19
IND-2000,56,26,1,3,1,24,82,26,11,20,7,1,4,1,26,27,10,7,20,1,28,6,20,13,26,14,7,8,4
IND-1999,33,17,1,2,3,24,50,10,13,17,9,4,6,3,19,23,11,12,18,1,21,14,19,21,29,19,2,10,6
IND-1998,58,24,2,6,4,27,82,10,16,26,4,9,12,2,20,25,7,14,17,6,29,13,27,11,21,20,4,16,12
IND-1997,39,43,6,13,3,20,82,1,21,24,14,22,24,4,17,17,18,5,3,21,14,10,10,16,28,14,21,27,19
IND-1996,52,30,2,5,7,23,82,21,21,27,5,25,27,11,13,19,7,3,3,11,12,21,21,10,26,26,18,25,17
IND-1995,52,30,1,6,3,21,82,21,23,26,8,21,24,3,17,19,11,5,6,9,16,18,17,14,9,20,20,14,18
IND-1994,47,35,3,14,1,21,82,13,20,27,2,23,26,1,12,17,6,5,4,15,14,11,11,13,15,8,25,21,15
IND-1993,41,41,5,17,1,16,82,22,10,17,13,14,12,17,13,17,8,6,8,8,9,12,5,5,22,17,7,23,7
IND-1992,40,42,4,19,1,10,82,1,6,18,3,2,4,4,15,25,3,3,5,3,22,2,8,1,15,18,26,27,2
IND-1991,41,41,5,18,1,8,82,13,8,17,4,8,8,8,11,23,3,4,5,2,23,16,20,6,18,24,17,25,5
IND-1990,42,40,5,17,1,5,82,2,17,26,4,3,3,2,23,26,3,7,13,2,26,15,23,16,24,21,17,19,10
IND-1989,28,54,6,22,1,4,82,3,20,21,7,9,10,10,20,23,8,13,18,6,21,8,16,19,24,14,20,23,15
IND-1988,38,44,6,18,6,4,82,21,14,13,11,5,6,5,16,15,11,23,23,6,18,9,13,18,21,22,7,16,20
IND-1987,41,41,4,20,8,3,82,1,15,10,18,14,18,11,13,8,20,23,22,5,18,7,14,11,15,23,5,17,18
IND-1986,26,56,6,23,6,2,82,20,18,15,16,23,22,23,14,7,18,22,23,18,13,2,2,10,17,15,16,14,21
IND-1985,22,60,6,23,11,10,82,14,16,10,19,22,23,22,12,6,19,10,8,19,10,2,2,21,19,17,23,21,17
IND-1984,26,56,6,22,20,4,82,16,16,16,18,12,11,14,16,17,18,21,23,8,23,8,18,11,1,12,17,9,19
IND-1983,20,62,6,17,15,5,82,3,5,2,16,7,6,18,5,2,13,21,23,3,4,19,14,10,10,14,9,11,12
IND-1982,35,47,4,6,11,15,82,6,22,17,22,1,3,1,22,19,22,20,18,12,15,12,14,18,5,6,9,7,22
IND-1981,44,38,3,14,4,19,82,20,15,14,14,14,8,19,14,11,14,8,5,22,2,17,12,11,6,8,10,9,13
IND-1980,37,45,4,19,2,22,82,8,7,4,16,4,4,9,8,8,14,10,9,15,1,19,8,11,2,6,9,12,6
IND-1979,38,44,4,20,4,18,82,18,13,9,17,,,,13,9,17,13,13,11,12,9,9,15,18,11,6,13,13
IND-1978,31,51,6,21,5,14,82,6,16,5,20,,,,16,5,20,3,4,15,2,12,5,13,9,6,10,20,11
IND-1977,36,46,5,16,8,15,82,12,11,1,19,,,,11,1,19,8,9,14,1,14,5,7,3,8,6,8,11
INA-1976,39,45,5,8,6,4,84,4,6,1,7,1,1,2,6,5,7,5,6,5,1,6,2,3,1,6,3,3,3
INA-1975,45,39,3,10,7,2,84,7,2,1,7,1,1,3,7,6,6,8,7,7,1,7,4,7,3,5,5,4,3
INA-1974,46,38,2,3,7,4,84,1,7,5,8,2,2,3,7,6,7,4,4,10,2,2,2,8,3,4,7,3,7
INA-1973,51,33,2,4,8,4,84,1,4,2,7,1,1,3,6,6,7,4,3,6,1,1,1,10,,,7,2,3
INA-1972,47,37,2,3,8,4,84,5,8,6,6,1,1,6,8,11,5,4,4,8,5,3,3,9,,,6,1,6
INA-1971,58,26,1,1,11,7,84,3,7,9,3,1,1,6,11,11,1,6,7,2,10,8,8,2,,,2,1,4
INA-1970,59,25,1,1,9,7,84,8,6,9,3,2,2,6,9,11,1,5,5,7,8,8,9,2,,,2,3,6
INA-1969,44,34,1,6,7,7,78,2,2,3,3,6,6,5,3,3,3,3,3,9,3,2,2,3,,,8,6,2
INA-1968,38,40,3,4,8,8,78,3,7,9,2,7,6,8,6,8,3,5,2,9,,,5,6,,,7,1,7
LAC-2019,6,4,2,3,22,25,10,15,16,22,8,20,27,3,14,15,18,2,3,3,24,9,12,22,29,14,19,24,15
LAC-2018,42,40,2,9,27,12,82,27,11,21,9,22,22,23,7,12,8,4,2,26,10,16,15,22,14,18,19,18,9
LAC-2017,51,31,2,1,29,10,82,25,10,26,2,9,11,7,17,23,4,6,3,27,24,11,21,15,20,21,7,14,6
LAC-2016,53,29,2,4,29,21,82,11,16,25,6,8,9,6,20,25,6,11,4,29,29,17,25,11,7,10,3,24,7
LAC-2015,56,26,2,4,24,12,82,26,3,13,2,3,5,3,18,26,1,7,4,28,28,10,20,3,15,9,2,24,2
LAC-2014,57,25,1,8,23,21,82,25,4,17,3,13,8,22,11,24,3,3,2,26,21,10,14,3,6,12,7,20,1
LAC-2013,56,26,1,6,18,17,82,26,4,24,4,10,9,16,9,23,2,18,9,27,15,17,18,4,1,7,14,24,9
LAC-2012,40,26,2,10,30,17,66,10,13,17,10,5,5,12,22,26,7,21,10,29,8,27,22,13,6,22,2,25,14
LAC-2011,32,50,4,27,21,1,82,10,21,20,20,14,11,25,14,22,13,8,4,29,10,15,9,10,19,13,29,20,19
LAC-2010,29,53,3,12,8,7,82,29,25,22,20,19,14,27,20,19,19,28,26,26,13,17,14,9,23,3,28,2,27
LAC-2009,19,63,4,13,18,6,82,7,25,10,29,20,16,23,20,15,29,29,28,29,17,23,24,14,21,3,23,6,27
LAC-2008,23,59,5,4,28,23,82,14,29,27,29,28,27,29,18,9,29,6,8,6,25,17,27,19,20,14,14,18,29
LAC-2007,40,42,4,9,11,5,82,30,25,28,19,29,29,20,7,4,23,6,8,6,20,13,13,14,12,1,15,18,23
LAC-2006,47,35,2,13,14,11,82,24,8,15,6,30,29,21,2,1,11,8,19,3,26,1,2,14,24,1,15,16,17
LAC-2005,37,45,3,26,4,4,82,1,18,26,6,30,30,21,3,4,12,5,7,8,17,13,17,5,18,14,24,12,19
LAC-2004,28,54,7,29,18,3,82,15,18,13,24,26,23,26,11,6,24,1,2,4,2,20,5,21,21,22,25,22,9
LAC-2003,27,55,7,23,10,1,82,26,24,23,21,18,15,23,21,20,18,6,7,16,11,17,15,25,27,10,22,16,20
LAC-2002,39,43,5,29,9,1,82,15,12,14,16,15,17,12,12,14,15,10,9,22,7,15,7,23,29,2,21,6,15
LAC-2001,31,51,6,28,2,4,82,2,17,21,11,18,17,23,17,20,10,23,13,28,17,10,10,27,29,4,23,12,21
LAC-2000,15,67,7,29,5,3,82,29,28,16,27,11,8,20,27,21,27,27,26,16,21,25,27,29,25,6,22,9,28
LAC-1999,9,41,7,26,21,2,50,8,15,7,21,17,15,22,14,10,20,19,19,19,11,29,27,28,14,17,19,27,19
LAC-1998,17,65,7,25,17,6,82,21,15,10,23,4,4,7,26,24,21,22,23,22,16,22,22,29,24,8,21,13,13
LAC-1997,36,46,5,26,13,15,82,1,14,6,19,17,17,17,11,8,21,14,13,17,8,24,16,25,5,7,18,26,15
LAC-1996,29,53,7,27,13,4,82,24,9,13,10,13,11,15,12,18,8,28,24,27,19,24,26,26,8,15,21,24,15
LAC-1995,17,65,7,25,22,12,82,7,16,7,24,25,20,26,12,4,23,24,19,24,14,27,26,19,3,10,19,27,23
LAC-1994,27,55,7,16,18,7,82,8,5,3,13,15,11,23,5,5,12,20,18,23,17,10,14,5,3,15,26,12,9
LAC-1993,41,41,4,18,14,5,82,14,1,2,10,25,23,27,1,1,10,22,19,25,11,17,13,2,3,7,16,15,10
LAC-1992,45,37,5,12,3,16,82,11,17,19,13,20,19,25,12,12,13,15,13,27,18,14,17,13,3,8,14,19,17
LAC-1991,31,51,6,26,10,10,82,13,11,5,21,23,19,26,9,4,20,23,11,27,5,7,7,10,11,6,25,22,17
LAC-1990,30,52,6,27,9,5,82,14,21,24,10,25,25,25,12,10,11,11,9,25,20,19,20,19,7,4,26,9,20
LAC-1989,21,61,7,25,9,7,82,3,8,9,12,24,25,23,5,4,17,23,21,23,13,15,17,8,8,4,23,11,18
LAC-1988,17,65,6,15,16,10,82,5,23,10,23,19,17,20,21,9,23,22,17,23,10,14,12,21,10,4,23,9,23
LAC-1987,12,70,6,14,20,12,82,13,23,9,23,18,13,22,21,9,22,15,14,19,10,23,22,19,8,12,17,10,21
LAC-1986,32,50,4,8,11,9,82,20,20,14,19,14,14,10,20,9,21,3,6,8,10,21,21,21,15,5,15,5,16
LAC-1985,31,51,5,6,6,2,82,21,13,18,8,14,19,8,11,16,8,20,22,14,12,8,11,22,23,6,20,3,19
SDC-1984,30,52,6,17,9,4,82,23,7,6,9,21,20,22,6,6,9,14,13,22,3,12,4,20,22,15,15,6,9
SDC-1983,25,57,6,18,9,10,82,3,9,3,19,5,4,8,11,4,19,17,16,19,1,23,21,14,4,16,17,22,14
SDC-1982,17,65,6,16,11,15,82,21,11,19,7,2,1,5,17,21,5,15,12,19,17,22,23,20,18,23,19,22,10
SDC-1981,36,46,5,2,15,9,82,20,16,11,16,1,1,1,18,18,15,17,16,16,13,22,20,10,9,22,2,14,16
SDC-1980,35,47,5,2,15,15,82,20,15,11,17,1,1,2,19,20,14,17,15,22,9,20,17,22,20,22,4,6,16
SDC-1979,43,39,5,4,7,2,82,17,8,5,12,,,,8,5,12,7,4,15,1,14,6,22,14,16,12,16,6
BUF-1978,27,55,4,4,9,19,82,13,20,20,12,,,,20,20,12,8,11,4,21,19,21,14,21,19,5,10,17
BUF-1977,30,52,4,16,21,18,82,15,19,15,17,,,,19,15,17,5,5,10,15,12,12,17,17,14,13,1,14
BUF-1976,46,36,3,8,18,12,82,17,8,14,2,,,,8,14,2,1,4,3,18,9,15,2,10,8,16,7,2
BUF-1975,49,33,2,8,17,15,82,14,4,10,3,,,,4,10,3,3,4,4,11,9,9,6,10,1,12,2,2
BUF-1974,42,40,3,17,16,14,82,2,1,7,2,,,,1,7,2,5,5,12,11,6,7,5,5,2,16,5,1
BUF-1973,21,61,3,16,2,2,82,10,13,10,12,,,,13,10,12,14,13,17,,,9,4,,,,16,16
BUF-1972,22,60,4,14,6,2,82,2,17,15,10,,,,17,15,10,17,17,17,,,14,16,,,,16,17
BUF-1971,22,60,4,16,13,9,82,3,16,10,14,,,,16,10,14,14,12,15,,,12,10,,,,17,16
LAL-2019,4,6,4,17,6,7,10,11,5,10,3,23,21,21,1,4,3,24,20,23,23,16,19,8,7,6,20,17,9
LAL-2018,35,47,3,29,5,22,82,3,7,2,14,20,15,29,8,8,11,16,8,30,4,2,2,7,13,17,29,24,11
LAL-2017,26,56,4,25,5,26,82,30,13,6,21,19,19,22,11,7,22,23,17,21,7,26,17,26,5,28,26,22,17
LAL-2016,17,65,5,17,13,17,82,28,30,14,30,22,13,30,27,17,30,6,8,11,11,24,21,30,23,24,11,13,30
LAL-2015,21,61,5,12,11,15,82,3,19,9,25,25,25,17,12,3,27,12,11,23,8,13,12,21,22,22,5,21,19
LAL-2014,27,55,5,11,5,25,82,30,13,7,14,2,7,3,24,21,19,19,20,17,27,15,25,4,19,5,21,9,11
LAL-2013,45,37,3,1,13,21,82,24,16,22,10,4,3,19,26,27,7,2,1,30,14,2,4,17,25,14,23,2,6
LAL-2012,41,25,1,2,1,1,66,3,14,22,8,23,19,26,8,13,6,8,9,16,9,1,2,7,30,11,20,1,15
LAL-2011,57,25,1,2,11,9,82,12,10,11,11,12,14,17,8,11,11,10,17,7,5,7,3,13,14,10,5,2,9
LAL-2010,57,25,1,5,8,9,82,12,9,7,18,13,10,24,11,13,14,17,17,12,4,4,2,15,11,16,6,4,12
LAL-2009,65,17,1,9,2,21,82,21,2,4,4,17,15,19,2,6,3,11,8,14,3,6,1,2,2,10,11,17,3
LAL-2008,57,25,1,15,4,12,82,18,5,6,3,5,6,6,9,21,4,3,5,10,19,1,4,4,6,5,11,15,4
LAL-2007,42,40,2,26,3,3,82,1,5,7,6,5,4,16,17,25,2,11,9,18,21,12,11,6,10,9,19,20,5
LAL-2006,45,37,3,27,1,5,82,13,10,9,19,8,5,19,20,21,9,17,17,15,10,10,7,9,5,20,10,18,7
LAL-2005,34,48,4,22,24,24,82,19,21,12,23,4,3,15,28,27,16,12,14,9,10,9,5,22,29,21,17,7,12
LAL-2004,56,26,1,2,8,3,82,7,4,7,4,22,20,25,4,5,3,5,1,28,15,7,6,4,10,21,5,14,3
LAL-2003,50,32,2,12,13,1,82,1,4,4,9,8,7,10,9,13,8,12,8,25,5,7,4,5,15,7,12,25,4
LAL-2002,58,24,2,13,9,1,82,20,4,8,6,6,7,13,6,18,3,12,6,29,14,2,3,9,18,8,2,22,3
LAL-2001,56,26,1,7,4,2,82,6,4,11,3,11,9,20,2,19,1,10,2,29,4,7,5,9,25,6,9,17,3
LAL-2000,67,15,1,7,1,1,82,14,6,11,7,18,17,25,3,8,4,6,3,28,5,1,1,10,19,4,5,10,6
LAL-1999,31,19,2,17,4,1,50,19,2,15,1,12,10,12,3,16,1,5,2,26,16,11,13,7,23,6,11,28,2
LAL-1998,61,21,2,24,11,2,82,10,2,13,2,5,5,12,11,26,1,2,1,29,13,4,5,4,7,3,14,16,1
LAL-1997,56,26,2,21,12,7,82,1,7,9,15,10,8,10,14,15,16,9,4,29,8,7,5,11,4,1,6,16,8
LAL-1996,53,29,2,18,9,29,82,29,2,5,6,18,12,22,4,14,3,19,20,13,15,18,18,2,6,4,3,2,7
LAL-1995,48,34,3,21,13,27,82,5,4,3,16,7,5,19,8,7,13,21,20,16,6,16,8,5,5,3,6,13,7
