team-year,W.rank,L.rank,Finish.rank,Age.rank,Ht.rank,Wt.rank,G.rank,MP.rank,FG.rank,FGA.rank,FG%.rank,3P.rank,3PA.rank,3P%.rank,2P.rank,2PA.rank,2P%.rank,FT.rank,FTA.rank,FT%.rank,ORB.rank,DRB.rank,TRB.rank,AST.rank,STL.rank,BLK.rank,TOV.rank,PF.rank,PTS.rank
SAS-2002,58,24,1,9,7,18,82,6,18,28,7,11,12,10,23,25,6,3,3,20,24,6,13,27,18,3,14,4,10
SAS-2001,58,24,1,6,7,14,82,13,19,27,4,10,15,1,22,25,9,4,1,25,24,1,9,16,24,1,7,1,12
SAS-2000,53,29,2,2,25,16,82,2,24,26,5,23,24,6,15,19,13,5,5,17,24,2,9,16,18,2,13,3,21
SAS-1999,37,13,1,5,15,17,50,13,12,21,5,24,25,19,5,12,6,11,5,24,17,1,4,6,15,1,12,4,13
SAS-1998,56,26,2,10,11,13,82,10,18,28,5,20,23,14,14,22,6,20,12,27,24,1,3,12,29,2,20,6,23
SAS-1997,20,62,6,4,28,29,82,27,23,20,21,25,23,28,15,12,19,25,25,24,5,29,24,26,19,10,9,10,27
SAS-1996,59,23,1,5,16,23,82,17,7,16,8,12,16,4,10,17,9,9,11,18,24,1,6,4,14,3,5,10,6
SAS-1995,62,20,1,5,18,21,82,9,6,14,4,15,19,7,6,10,6,3,2,12,20,1,4,12,16,9,7,12,4
SAS-1994,55,27,2,2,6,19,82,8,17,25,9,16,20,7,17,20,9,14,16,13,8,2,2,21,27,10,5,5,20
SAS-1993,49,33,2,11,3,10,82,7,15,24,3,16,15,11,17,21,4,9,11,10,27,4,21,16,25,6,6,11,12
SAS-1992,47,35,2,12,5,22,82,20,13,17,10,25,24,24,7,9,12,12,12,23,7,4,4,17,11,4,16,11,16
SAS-1991,55,27,1,23,3,21,82,9,9,18,7,26,26,25,7,9,11,7,7,12,15,2,2,9,17,2,26,14,9
SAS-1990,56,26,1,17,7,18,82,22,15,20,11,26,26,26,7,7,13,9,6,21,13,7,10,15,5,1,20,8,17
SAS-1989,21,61,5,20,17,19,82,21,12,10,19,23,23,24,8,6,20,21,13,25,7,25,21,16,1,12,24,25,19
SAS-1988,31,51,5,15,18,12,82,5,2,2,7,11,11,8,2,2,5,16,11,21,11,15,16,4,6,9,16,15,4
SAS-1987,28,54,6,5,19,16,82,10,10,3,16,10,9,12,9,6,15,22,20,18,5,18,12,8,3,21,14,8,14
SAS-1986,35,47,6,5,18,12,82,8,10,17,3,17,17,15,7,15,3,12,9,16,18,13,19,7,5,13,22,11,10
SAS-1985,41,41,5,3,9,16,82,14,7,16,2,15,15,13,6,11,2,6,4,12,14,6,11,4,6,11,16,20,6
SAS-1984,37,45,5,5,3,15,82,1,2,3,3,2,4,3,2,3,3,6,5,13,5,2,2,3,14,6,9,13,2
SAS-1983,53,29,1,5,3,14,82,11,6,13,2,1,1,1,7,15,2,5,7,2,12,1,2,5,17,10,6,13,3
SAS-1982,48,34,1,13,7,11,82,21,3,2,15,4,4,12,4,3,14,7,13,2,5,3,1,4,21,4,1,17,3
SAS-1981,52,30,1,10,4,15,82,7,10,12,8,21,20,20,6,8,10,2,2,7,4,2,1,13,16,1,13,18,3
SAS-1980,41,41,3,9,5,11,82,20,2,3,2,13,11,13,2,3,2,2,4,2,18,7,12,2,14,20,15,17,1
SAS-1979,48,34,1,4,2,17,82,4,1,4,3,,,,1,4,3,3,6,1,20,4,11,4,5,7,14,11,1
SAS-1978,52,30,1,6,1,13,82,15,3,15,1,,,,3,15,1,9,15,1,22,16,20,4,13,2,12,2,2
SAS-1977,44,38,3,11,1,15,82,12,3,8,2,,,,3,8,2,3,3,2,20,16,20,3,7,3,18,6,1
SAA-1976,50,34,3,9,2,7,84,5,2,6,2,7,7,9,2,3,2,3,3,2,7,1,5,2,6,1,5,5,2
SAA-1975,51,33,2,4,6,4,84,6,5,5,4,8,8,8,4,3,4,2,2,1,3,2,3,8,6,7,3,7,2
SAA-1974,45,39,3,9,10,6,84,1,10,10,6,9,9,9,10,9,6,9,9,3,9,6,8,9,9,10,2,9,10
DLC-1973,28,56,5,5,9,8,84,2,8,7,8,2,2,1,9,7,9,3,4,2,6,7,8,9,,,3,5,7
DLC-1972,42,42,3,5,6,2,84,2,11,11,10,8,9,3,11,10,10,9,11,2,9,11,10,11,,,1,10,11
TEX-1971,30,54,4,8,7,5,84,2,2,1,9,2,2,3,5,3,9,7,8,3,3,7,5,4,,,3,4,3
DLC-1970,45,39,2,8,2,1,84,7,1,5,2,4,5,2,3,4,3,2,4,1,9,2,4,8,,,8,4,1
DLC-1969,41,37,4,10,1,1,78,8,8,11,5,7,8,3,6,9,5,5,6,3,11,5,10,9,,,6,9,10
DLC-1968,46,32,2,9,2,1,78,1,1,11,1,10,11,9,1,7,1,7,8,6,,,11,2,,,10,9,6
TOR-2019,10,1,1,6,30,4,11,6,2,4,4,5,5,15,2,9,1,19,21,11,13,5,5,2,4,4,12,29,2
TOR-2018,59,23,1,20,21,4,82,8,3,6,7,4,3,18,13,25,3,9,13,4,14,11,14,6,18,2,6,27,4
TOR-2017,51,31,2,16,19,6,82,18,16,22,11,21,22,13,12,13,12,3,6,8,12,23,18,30,4,12,4,23,10
TOR-2016,56,26,1,18,22,10,82,23,27,28,15,14,19,5,23,20,18,2,3,12,19,18,16,29,15,11,5,9,14
TOR-2015,49,33,1,18,21,24,82,13,11,14,12,8,9,11,20,23,8,4,7,2,15,27,26,22,18,23,3,18,4
TOR-2014,48,34,1,19,19,30,82,2,24,23,22,9,11,9,28,23,23,6,7,5,12,20,17,21,25,23,9,29,13
TOR-2013,34,48,5,20,18,28,82,1,21,17,20,15,12,26,21,19,15,7,14,5,24,26,28,20,21,17,3,30,16
TOR-2012,23,43,4,20,4,3,66,10,27,28,23,21,20,19,24,20,24,17,20,12,23,9,17,14,28,19,21,30,28
TOR-2011,22,60,5,28,8,15,82,20,7,12,8,29,29,30,2,4,10,15,19,22,8,27,21,14,21,26,24,25,17
TOR-2010,40,42,2,24,2,21,82,17,5,19,5,15,18,6,6,16,6,7,8,13,26,15,23,10,30,21,7,23,5
TOR-2009,33,49,4,11,2,12,82,14,11,13,13,24,24,12,10,9,20,16,25,1,28,11,21,5,27,16,10,3,16
TOR-2008,41,41,2,18,7,15,82,9,7,13,7,12,14,2,10,11,11,27,30,2,26,14,28,5,19,25,2,4,13
TOR-2007,47,35,1,18,11,18,82,27,10,13,11,9,11,9,15,20,10,17,23,5,29,14,27,10,19,25,2,5,11
TOR-2006,27,55,4,18,8,8,82,1,5,8,15,3,4,7,25,22,13,14,22,2,20,26,29,21,26,28,2,25,4
TOR-2005,33,49,4,13,4,22,82,17,15,11,18,3,5,2,24,25,21,15,17,10,30,15,27,23,15,25,3,16,7
TOR-2004,33,49,6,9,11,19,82,1,29,24,28,8,9,8,29,24,28,29,29,19,29,18,28,27,20,14,8,17,29
TOR-2003,24,58,7,14,17,27,82,20,22,14,25,14,14,19,22,15,26,25,22,28,9,29,21,26,21,19,11,12,27
TOR-2002,42,40,3,5,2,21,82,24,16,11,23,19,18,17,16,9,24,26,26,23,3,27,17,17,8,12,13,17,25
TOR-2001,47,35,2,4,14,26,82,4,6,2,19,12,11,6,9,4,22,16,18,17,2,11,6,3,21,3,1,9,5
TOR-2000,45,37,3,6,29,29,82,22,19,8,25,12,13,11,22,11,26,11,15,10,7,19,11,6,11,3,3,22,17
TOR-1999,23,27,6,19,12,24,50,13,21,14,25,14,16,14,20,14,25,7,11,6,5,15,6,16,11,2,21,17,18
TOR-1998,16,66,8,27,24,18,82,3,12,5,24,11,10,17,16,7,25,23,22,24,5,27,20,19,5,1,25,15,17
TOR-1997,30,52,8,28,20,11,82,15,19,10,27,6,6,14,23,19,27,23,17,22,4,23,12,19,6,3,23,20,18
TOR-1996,21,61,8,25,23,6,82,10,12,17,14,21,21,20,8,9,15,26,27,23,8,23,19,9,3,6,29,22,21
UTA-2019,4,6,4,15,7,3,10,15,22,24,13,15,16,18,24,25,11,6,2,22,18,21,23,17,12,18,17,11,19
UTA-2018,48,34,3,11,11,2,82,18,26,29,13,13,13,12,25,26,12,14,15,12,23,11,20,21,4,9,20,16,19
UTA-2017,51,31,1,13,1,3,82,25,28,30,9,13,17,9,24,26,9,22,16,24,19,13,19,28,29,8,13,8,28
UTA-2016,40,42,3,27,3,10,82,2,29,30,18,16,15,12,25,22,16,19,16,24,10,23,18,28,18,14,21,12,28
UTA-2015,38,44,3,29,2,20,82,30,27,29,19,18,17,19,27,24,15,14,13,26,4,20,11,29,16,3,26,12,26
UTA-2014,25,57,5,28,15,21,82,22,27,25,24,24,23,25,20,16,24,23,21,22,16,26,23,26,26,20,14,17,29
UTA-2013,43,39,3,15,8,2,82,4,15,12,12,23,28,8,8,8,17,8,11,12,9,22,14,12,7,4,19,28,13
UTA-2012,36,30,3,21,8,3,66,1,3,4,9,28,29,27,1,1,12,5,4,17,3,14,3,11,8,4,12,29,4
UTA-2011,39,43,4,12,19,3,82,6,15,21,9,24,22,20,6,8,14,7,9,9,16,28,26,4,7,3,20,30,14
UTA-2010,53,29,2,21,12,1,82,25,3,23,2,23,25,7,2,10,5,3,2,23,20,9,12,1,4,16,26,29,4
UTA-2009,48,34,3,24,14,4,82,7,6,16,3,27,26,26,3,4,4,3,3,13,11,19,19,1,1,21,22,23,7
UTA-2008,54,28,1,25,7,1,82,30,4,18,2,26,26,10,1,5,2,4,2,16,13,26,24,2,3,22,19,30,5
UTA-2007,51,31,1,21,16,1,82,20,7,18,2,26,26,29,1,4,6,4,2,20,3,16,7,2,20,22,20,30,7
UTA-2006,41,41,2,19,5,1,82,9,29,27,25,26,26,26,21,10,28,4,3,25,1,20,9,7,28,2,28,26,26
UTA-2005,26,56,5,25,13,4,82,19,26,28,14,29,29,28,13,9,18,10,8,18,7,30,26,7,26,17,25,30,26
UTA-2004,42,40,7,25,11,5,82,19,27,29,17,28,28,27,15,12,20,4,4,20,5,29,22,20,24,6,27,29,27
UTA-2003,47,35,4,1,10,3,82,24,18,29,1,29,29,15,4,11,4,2,2,19,10,24,20,1,7,9,26,22,17
UTA-2002,44,38,4,3,9,5,82,8,21,27,10,28,27,24,10,13,14,1,1,12,4,26,15,1,2,4,28,29,14
UTA-2001,53,29,2,1,8,9,82,21,11,26,1,23,26,3,7,17,3,1,3,16,19,25,23,1,12,9,24,29,10
UTA-2000,55,27,1,1,20,14,82,22,23,27,4,24,26,3,14,16,12,3,8,9,22,23,24,3,16,10,10,24,20
UTA-1999,37,13,2,3,9,6,50,2,18,27,2,27,28,8,9,17,5,1,1,3,24,8,16,3,19,7,25,15,9
UTA-1998,62,20,1,6,16,5,82,21,10,29,1,26,29,5,5,16,2,1,2,1,26,11,18,2,19,16,16,27,3
UTA-1997,64,18,1,6,14,5,82,15,4,27,1,27,29,8,2,10,1,1,2,3,28,8,18,1,3,12,12,28,2
UTA-1996,55,27,2,4,9,3,82,17,8,23,1,23,25,13,2,11,4,6,8,4,16,15,15,1,10,13,7,27,11
UTA-1995,60,22,2,1,20,4,82,21,5,24,1,27,27,6,1,9,2,2,3,1,26,8,20,2,4,16,8,21,5
UTA-1994,53,29,3,1,20,5,82,3,12,24,6,25,24,21,9,13,8,6,5,14,21,16,18,4,8,22,2,23,10
UTA-1993,47,35,3,2,19,2,82,22,14,23,4,26,26,21,7,12,7,3,4,9,20,11,17,3,10,25,10,17,11
UTA-1992,55,27,1,4,19,1,82,3,12,26,6,18,20,6,10,17,4,1,2,5,19,6,10,6,13,13,13,7,8
UTA-1991,54,28,2,5,10,1,82,20,25,27,6,17,17,11,23,27,6,5,6,7,27,9,23,3,19,9,12,8,16
UTA-1990,55,27,2,9,7,2,82,9,20,27,1,9,11,5,20,27,1,10,8,18,24,6,19,5,17,7,22,22,15
UTA-1989,51,31,1,8,3,1,82,25,25,25,10,19,20,19,23,25,10,2,1,14,22,3,9,11,16,3,19,9,21
UTA-1988,47,35,3,8,4,3,82,21,8,15,4,13,13,11,11,14,3,14,12,18,21,1,8,2,4,1,20,13,11
UTA-1987,44,38,2,6,12,6,82,19,12,2,21,7,6,10,14,5,21,20,17,22,12,8,9,6,2,2,12,13,15
UTA-1986,42,40,4,17,4,4,82,15,16,18,11,20,20,20,14,13,13,8,5,22,19,5,12,8,13,2,17,9,18
UTA-1985,41,41,4,8,3,2,82,17,17,11,20,5,6,3,20,12,19,8,11,8,18,3,7,14,9,1,17,7,14
UTA-1984,45,37,1,10,3,3,82,16,12,9,7,1,1,1,12,16,8,2,1,3,16,3,6,6,11,2,14,4,5
UTA-1983,30,52,5,14,5,4,82,15,15,12,15,10,12,9,15,12,16,8,10,4,22,4,12,8,9,2,20,5,11
UTA-1982,25,57,6,19,21,5,82,15,4,4,11,22,22,17,3,4,11,12,15,8,13,14,15,19,11,19,11,16,7
UTA-1981,28,54,5,19,23,11,82,20,20,23,11,9,11,9,20,23,11,18,21,9,23,16,22,19,19,16,4,17,22
UTA-1980,24,58,5,16,22,6,82,12,20,22,3,10,15,5,20,22,5,19,21,1,22,18,22,18,21,15,12,14,22
NOJ-1979,26,56,6,9,4,2,82,18,17,12,19,,,,17,12,19,5,8,7,10,3,2,13,12,4,19,4,15
NOJ-1978,39,43,5,7,8,7,82,15,10,8,14,,,,10,8,14,13,8,19,4,1,1,10,20,4,16,5,13
NOJ-1977,35,47,5,8,2,12,82,6,16,11,15,,,,16,11,15,10,12,4,10,2,2,19,20,17,14,14,16
NOJ-1976,38,44,4,14,7,12,82,2,15,10,15,,,,15,10,15,2,3,9,9,6,6,13,9,12,12,17,10
NOJ-1975,23,59,5,10,4,12,82,14,15,8,17,,,,15,8,17,4,3,10,8,14,12,16,8,17,17,18,10
WAS-2019,2,8,5,8,7,16,10,11,21,19,23,18,12,27,20,20,15,6,6,10,28,25,28,22,13,3,12,21,18
WAS-2018,43,39,2,10,11,22,82,5,12,19,11,21,23,4,10,10,14,13,14,15,13,22,21,4,10,22,18,25,13
WAS-2017,49,33,1,17,6,26,82,7,2,10,3,16,20,8,4,6,7,20,22,12,13,24,22,6,2,24,20,27,5
WAS-2016,41,41,4,11,18,29,82,26,6,10,9,13,14,11,9,16,9,24,20,25,27,22,26,5,8,26,16,21,9
WAS-2015,46,36,2,6,3,5,82,1,9,21,6,27,27,9,2,4,13,25,22,21,19,5,8,6,20,16,24,17,17
WAS-2014,44,38,2,12,8,12,82,1,9,9,10,16,19,5,8,9,12,29,25,25,19,17,20,8,11,15,15,13,16
WAS-2013,29,53,3,20,13,8,82,7,28,15,27,18,20,10,23,15,29,24,16,23,21,7,9,19,20,21,25,20,28
WAS-2012,20,46,4,30,7,13,66,28,17,6,21,25,20,28,7,6,21,26,24,26,12,21,20,27,13,2,24,26,22
WAS-2011,23,59,5,23,4,22,82,4,17,5,25,28,27,28,5,2,26,16,12,25,3,25,15,29,4,1,26,29,21
WAS-2010,26,56,5,9,12,21,82,12,23,16,24,24,24,14,17,5,28,23,24,14,7,22,16,27,28,11,21,21,26
WAS-2009,19,63,5,12,5,21,82,29,19,14,23,26,25,29,9,8,21,23,20,16,8,30,22,25,8,23,13,14,25
WAS-2008,43,39,2,12,4,3,82,1,20,16,22,11,9,17,22,20,18,12,19,5,8,27,19,27,10,15,7,5,14
WAS-2007,41,41,2,13,16,5,82,18,6,3,22,7,6,21,13,12,17,2,4,11,6,22,12,23,6,18,3,15,4
WAS-2006,42,40,2,15,14,14,82,17,13,7,21,12,15,15,14,11,22,1,2,12,3,25,15,25,3,22,10,12,3
WAS-2005,45,37,2,27,11,19,82,19,12,5,24,10,8,25,18,14,22,2,1,24,1,23,9,28,3,20,15,9,6
WAS-2004,25,57,6,27,18,10,82,11,22,15,26,11,12,19,22,17,27,7,3,27,4,23,10,29,5,13,29,10,18
WAS-2003,37,45,5,7,14,11,82,14,25,26,18,26,26,27,11,10,20,7,10,4,23,21,27,24,19,20,4,3,24
WAS-2002,37,45,5,15,26,15,82,27,14,15,17,26,28,1,8,2,26,17,21,8,11,23,18,22,24,26,3,16,21
WAS-2001,19,63,7,19,20,9,82,29,22,22,16,27,27,27,13,10,17,2,5,12,10,26,22,22,18,23,29,22,18
WAS-2000,29,53,7,14,16,6,82,14,14,18,14,22,23,4,9,7,21,15,13,20,9,21,18,20,22,19,21,27,19
WAS-1999,18,32,6,8,19,12,50,19,6,11,11,22,22,23,4,7,10,26,23,22,20,22,24,13,21,28,6,22,17
WAS-1998,42,40,4,16,13,11,82,20,4,6,14,16,15,18,2,5,17,20,13,26,8,14,9,9,12,18,3,14,8
WSB-1997,44,38,4,25,1,2,82,7,2,8,2,28,27,26,1,2,3,24,22,28,17,6,9,7,8,13,14,15,10
WSB-1996,39,43,4,29,3,1,82,15,4,13,2,14,18,1,5,10,5,21,19,21,25,17,22,19,23,5,17,21,10
WSB-1995,21,61,7,26,2,2,82,9,12,5,18,16,14,21,11,6,17,25,24,20,18,23,22,24,19,13,14,15,16
WSB-1994,24,58,7,23,13,6,82,25,15,16,12,22,17,25,14,15,11,13,15,7,20,25,27,24,17,25,22,9,18
WSB-1993,22,60,7,20,23,26,82,14,17,16,16,21,20,23,10,9,18,21,22,17,22,19,25,9,15,21,14,8,23
WSB-1992,25,57,6,21,26,27,82,8,15,8,20,19,17,26,11,7,19,21,25,7,24,21,23,16,14,15,11,15,18
WSB-1991,30,52,4,15,20,26,82,6,12,8,18,27,27,27,6,2,18,27,25,25,12,15,12,12,25,8,18,15,23
WSB-1990,31,51,4,10,17,16,82,9,2,2,17,27,27,27,1,1,19,23,24,11,8,11,8,4,23,12,3,15,13
WSB-1989,40,42,4,16,19,14,82,3,10,5,21,25,24,25,6,2,22,14,16,12,8,18,13,15,18,23,5,20,14
WSB-1988,38,44,2,14,22,22,82,2,19,12,19,23,23,23,13,6,22,7,7,9,7,19,14,22,13,5,13,10,18
WSB-1987,42,40,3,20,17,17,82,23,19,7,22,22,22,23,15,2,23,13,12,13,3,21,13,23,6,1,8,3,19
WSB-1986,39,43,3,7,3,17,82,3,22,16,22,6,3,9,22,23,22,21,20,17,20,11,17,23,20,1,4,3,22
WSB-1985,40,42,4,7,15,6,82,2,12,6,18,4,2,12,13,13,15,23,23,20,23,10,21,16,10,16,2,4,21
WSB-1984,35,47,5,13,12,1,82,6,21,20,17,5,3,11,22,23,16,20,20,11,22,10,17,10,23,23,10,5,21
WSB-1983,42,40,5,13,11,1,82,8,21,21,21,3,5,2,22,22,21,20,19,22,19,13,20,16,13,17,16,2,22
WSB-1982,43,39,4,15,8,1,82,6,19,16,19,5,5,14,19,17,18,18,23,3,22,1,10,16,17,15,7,9,20
WSB-1981,39,43,4,1,22,1,82,11,13,4,19,3,3,7,12,6,19,22,22,20,16,3,7,8,18,14,3,1,18
WSB-1980,39,43,3,1,16,1,82,4,11,2,22,7,9,7,10,2,22,21,20,14,5,1,1,7,22,10,2,5,18
WSB-1979,54,28,1,1,21,1,82,6,5,1,11,,,,5,1,11,11,5,16,4,1,1,8,21,13,2,1,3
WSB-1978,44,38,2,3,20,1,82,6,8,6,15,,,,8,6,15,4,3,22,3,3,2,16,18,15,7,3,7
WSB-1977,48,34,2,3,20,1,82,15,12,14,11,,,,12,14,11,16,11,21,16,3,8,15,18,11,11,4,13
WSB-1976,48,34,2,3,17,2,82,1,14,18,3,,,,14,18,3,14,9,17,17,5,8,11,12,2,14,2,13
WSB-1975,60,22,1,6,18,3,82,6,3,4,8,,,,3,4,8,14,15,12,10,5,7,7,2,3,9,7,5
CAP-1974,47,35,1,11,16,11,82,13,11,4,15,,,,11,4,15,14,14,17,5,4,4,16,11,5,3,1,14
BAL-1973,52,30,1,9,17,7,82,10,8,9,5,,,,8,9,5,16,15,13,,,5,10,,,,2,12
BAL-1972,38,44,1,8,12,11,82,6,9,10,12,,,,9,10,12,13,14,5,,,9,14,,,,4,14
BAL-1971,42,40,1,5,13,7,82,3,6,5,11,,,,6,5,11,12,13,6,,,4,16,,,,8,11
BAL-1970,50,32,3,9,9,4,82,1,1,2,9,,,,1,2,9,8,10,2,,,3,11,,,,2,2
BAL-1969,57,25,1,10,7,8,82,9,1,2,7,,,,1,2,7,9,10,4,,,3,13,,,,3,2
BAL-1968,36,46,6,6,3,8,82,9,5,4,9,,,,5,4,9,4,8,2,,,5,11,,,,4,5
BAL-1967,20,61,5,2,7,8,81,5,5,2,8,,,,5,2,8,9,9,6,,,6,9,,,,6,7
BAL-1966,38,42,2,2,7,7,80,3,3,4,5,,,,3,4,5,2,1,7,,,5,4,,,,8,2
BAL-1965,37,43,3,6,2,6,80,2,4,7,2,,,,4,7,2,2,1,6,,,5,5,,,,8,2
BAL-1964,31,49,4,9,2,8,80,,4,5,4,,,,4,5,4,5,1,7,,,3,9,,,,3,5
CHZ-1963,25,55,5,8,2,7,80,,8,9,2,,,,8,9,2,5,2,8,,,7,5,,,,3,8
CHP-1962,18,62,5,8,1,3,80,,9,7,9,,,,9,7,9,8,6,9,,,8,6,,,,2,9
